Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Feb 9 21:18:57 combo ftpd[24522]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,,Feb 09,21:18:57,Normal,No
"Feb 9 21:25:28 combo kernel[-]: Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",,Feb 09,21:25:28,Normal,No
Feb 9 21:35:01 combo kernel[-]: SELinux:  Registering netfilter hooks,,Feb 09,21:35:01,Normal,No
Feb 9 21:44:09 combo kernel[-]: Initializing Cryptographic API,,Feb 09,21:44:09,Normal,No
Feb 9 21:59:04 combo kernel[-]: pci_hotplug: PCI Hot Plug PCI Core version: 0.5,,Feb 09,21:59:04,Normal,No
Feb 9 22:07:57 combo kernel[-]: isapnp: Scanning for PnP cards...,,Feb 09,22:07:57,Normal,No
Feb 9 22:12:33 combo sshd(pam_unix)[30666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 09,22:12:33,Auth Failure,Yes
Feb 9 22:25:49 combo ftpd[5019]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Feb 09,22:25:49,Normal,No
Feb 9 22:35:54 combo ftpd[5021]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Feb 09,22:35:54,Normal,No
Feb 9 22:43:11 combo ftpd[15553]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,,Feb 09,22:43:11,Normal,No
Feb 9 22:48:03 combo sshd(pam_unix)[30499]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root,202.181.236.180,Feb 09,22:48:03,Auth Failure,No
Feb 9 22:58:41 combo sshd(pam_unix)[30631]: session opened for user test by (uid=509),,Feb 09,22:58:41,Normal,No
Feb 9 23:09:56 combo sshd(pam_unix)[14277]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,Feb 09,23:09:56,Auth Failure,No
Feb 9 23:19:18 combo ftpd[24486]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,,Feb 09,23:19:18,Normal,No
Feb 9 23:20:57 combo portmap[-]: portmap startup succeeded,,Feb 09,23:20:57,Normal,No
Feb 9 23:30:40 combo ftpd[32065]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Feb 09,23:30:40,Normal,No
Feb 9 23:32:56 combo ftpd[24086]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Feb 09,23:32:56,Normal,No
Feb 9 23:42:56 combo ftpd[23787]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Feb 09,23:42:56,Normal,No
Feb 9 23:49:11 combo sshd(pam_unix)[30588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 09,23:49:11,Auth Failure,Yes
Feb 10 00:02:41 combo ftpd[766]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Feb 10,00:02:41,Normal,No
Feb 10 00:05:20 combo ftpd[30293]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,00:05:20,Normal,No
Feb 10 00:07:05 combo kernel[-]: Intel machine check architecture supported.,,Feb 10,00:07:05,Normal,No
Feb 10 00:20:23 combo sshd(pam_unix)[30555]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,00:20:23,Auth Failure,Yes
Feb 10 00:30:19 combo sshd(pam_unix)[30542]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,00:30:19,Auth Failure,Yes
Feb 10 00:41:26 combo klogind[19266]: Kerberos authentication failed,,Feb 10,00:41:26,Normal,No
Feb 10 00:52:20 combo ftpd[23216]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,,Feb 10,00:52:20,Normal,No
Feb 10 01:03:11 combo sshd(pam_unix)[23669]: check pass; user unknown,,Feb 10,01:03:11,Normal,No
Feb 10 01:11:35 combo sshd(pam_unix)[3308]: check pass; user unknown,,Feb 10,01:11:35,Normal,No
Feb 10 01:23:14 combo ftpd[2842]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Feb 10,01:23:14,Normal,No
Feb 10 01:29:42 combo sshd(pam_unix)[18976]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,209.152.168.249,Feb 10,01:29:42,Auth Failure,No
Feb 10 01:35:41 combo ftpd[23935]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 10,01:35:41,Normal,No
Feb 10 01:40:34 combo ftpd[23937]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 10,01:40:34,Normal,No
Feb 10 01:41:28 combo ftpd[23938]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 10,01:41:28,Normal,No
Feb 10 01:41:45 combo ftpd[23936]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 10,01:41:45,Normal,No
Feb 10 01:47:33 combo ftpd[23939]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 10,01:47:33,Normal,No
Feb 10 01:48:35 combo ftpd[9765]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Feb 10,01:48:35,Normal,No
Feb 10 01:55:45 combo ftpd[24082]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Feb 10,01:55:45,Normal,No
Feb 10 02:04:23 combo ftpd[774]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Feb 10,02:04:23,Normal,No
Feb 10 02:16:28 combo ftpd[30278]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,02:16:28,Normal,No
Feb 10 02:24:01 combo ftpd[30276]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,02:24:01,Normal,No
Feb 10 02:31:22 combo ftpd[30277]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,02:31:22,Normal,No
Feb 10 02:41:10 combo ftpd[30292]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,02:41:10,Normal,No
Feb 10 02:46:31 combo ftpd[30293]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 10,02:46:31,Normal,No
Feb 10 02:57:30 combo sshd(pam_unix)[28975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 10,02:57:30,Auth Failure,No
Feb 10 02:58:37 combo sshd(pam_unix)[28977]: check pass; user unknown,,Feb 10,02:58:37,Normal,No
Feb 10 03:03:57 combo sshd(pam_unix)[28977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 10,03:03:57,Auth Failure,No
Feb 10 03:12:48 combo sshd(pam_unix)[28980]: check pass; user unknown,,Feb 10,03:12:48,Normal,No
Feb 10 03:26:19 combo sshd(pam_unix)[28980]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 10,03:26:19,Auth Failure,No
Feb 10 03:36:49 combo udev[12798]: creating device node '/udev/vcsa2',,Feb 10,03:36:49,Normal,No
Feb 10 03:45:08 combo sshd(pam_unix)[8114]: session closed for user test,,Feb 10,03:45:08,Normal,No
Feb 10 03:52:59 combo sshd(pam_unix)[8117]: session opened for user test by (uid=509),,Feb 10,03:52:59,Normal,No
Feb 10 04:01:25 combo sshd(pam_unix)[8117]: session closed for user test,,Feb 10,04:01:25,Normal,No
Feb 10 04:12:14 combo su(pam_unix)[9355]: session opened for user cyrus by (uid=0),,Feb 10,04:12:14,Normal,No
Feb 10 04:21:47 combo su(pam_unix)[9355]: session closed for user cyrus,,Feb 10,04:21:47,Normal,No
Feb 10 04:35:50 combo sshd(pam_unix)[31035]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,massive.merukuru.org,Feb 10,04:35:50,Auth Failure,No
Feb 10 04:47:25 combo ftpd[25227]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Feb 10,04:47:25,Normal,No
Feb 10 04:52:14 combo logrotate[-]: ALERT exited abnormally with [1],,Feb 10,04:52:14,Service Issue,Yes
Feb 10 05:01:32 combo sshd(pam_unix)[22106]: session opened for user test by (uid=509),,Feb 10,05:01:32,Normal,No
Feb 10 05:02:15 combo sshd(pam_unix)[12629]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Feb 10,05:02:15,Auth Failure,No
Feb 10 05:06:49 combo sshd(pam_unix)[12630]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Feb 10,05:06:49,Auth Failure,No
Feb 10 05:10:33 combo sshd(pam_unix)[12643]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Feb 10,05:10:33,Auth Failure,No
Feb 10 05:14:07 combo sshd(pam_unix)[12645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Feb 10,05:14:07,Auth Failure,No
Feb 10 05:24:02 combo sshd(pam_unix)[12639]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Feb 10,05:24:02,Auth Failure,No
Feb 10 05:30:22 combo sshd(pam_unix)[12680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Feb 10,05:30:22,Auth Failure,No
Feb 10 05:39:25 combo ftpd[23568]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,,Feb 10,05:39:25,Normal,No
Feb 10 05:48:09 combo sshd(pam_unix)[30740]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root,211.214.161.141,Feb 10,05:48:09,Auth Failure,No
Feb 10 05:55:10 combo ftpd[23208]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,,Feb 10,05:55:10,Normal,No
Feb 10 06:07:45 combo ftpd[23576]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,,Feb 10,06:07:45,Normal,No
Feb 10 06:09:29 combo ftpd[25043]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,,Feb 10,06:09:29,Normal,No
Feb 10 06:16:55 combo sshd(pam_unix)[3386]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,220.117.241.87,Feb 10,06:16:55,Auth Failure,No
Feb 10 06:30:12 combo su(pam_unix)[12098]: session closed for user cyrus,,Feb 10,06:30:12,Normal,No
Feb 10 06:43:57 combo ftpd[29730]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,,Feb 10,06:43:57,Normal,No
Feb 10 06:55:37 combo sshd(pam_unix)[6552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,210.229.150.228,Feb 10,06:55:37,Auth Failure,No
Feb 10 07:00:01 combo ftpd[25629]: connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,,Feb 10,07:00:01,Normal,No
Feb 10 07:03:46 combo su(pam_unix)[16663]: session closed for user cyrus,,Feb 10,07:03:46,Normal,No
Feb 10 07:08:54 combo logrotate[-]: ALERT exited abnormally with [1],,Feb 10,07:08:54,Service Issue,Yes
Feb 10 07:10:32 combo sshd(pam_unix)[23396]: check pass; user unknown,,Feb 10,07:10:32,Normal,No
Feb 10 07:12:20 combo sshd(pam_unix)[30540]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,07:12:20,Auth Failure,Yes
Feb 10 07:14:24 combo sshd(pam_unix)[30542]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,07:14:24,Auth Failure,Yes
Feb 10 07:18:56 combo sshd(pam_unix)[30544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,07:18:56,Auth Failure,Yes
Feb 10 07:19:21 combo sshd(pam_unix)[30546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,07:19:21,Auth Failure,Yes
Feb 10 07:29:24 combo sshd(pam_unix)[30548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 10,07:29:24,Auth Failure,Yes
Feb 10 07:39:18 combo klogind[19267]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,Feb 10,07:39:18,Normal,No
Feb 10 07:46:42 combo ftpd[13255]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Feb 10,07:46:42,Normal,No
Feb 10 07:54:47 combo ftpd[5033]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Feb 10,07:54:47,Normal,No
Dec 1 19:32:56 combo ftpd[758]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Dec 01,19:32:56,Normal,No
Dec 1 19:38:29 combo su(pam_unix)[25178]: session opened for user cyrus by (uid=0),,Dec 01,19:38:29,Normal,No
Dec 1 19:50:56 combo logrotate[-]: ALERT exited abnormally with [1],,Dec 01,19:50:56,Service Issue,Yes
Dec 1 20:05:53 combo sshd(pam_unix)[24578]: check pass; user unknown,,Dec 01,20:05:53,Normal,No
Dec 1 20:14:06 combo ftpd[761]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Dec 01,20:14:06,Normal,No
Dec 1 20:17:45 combo sshd(pam_unix)[23416]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,218.188.2.4,Dec 01,20:17:45,Auth Failure,No
Dec 1 20:22:26 combo ftpd[25225]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Dec 01,20:22:26,Normal,No
Dec 1 20:28:29 combo ftpd[25224]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Dec 01,20:28:29,Normal,No
Dec 1 20:33:00 combo logrotate[-]: ALERT exited abnormally with [1],,Dec 01,20:33:00,Service Issue,Yes
Dec 1 20:37:35 combo ftpd[28694]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Dec 01,20:37:35,Normal,No
Dec 1 20:41:00 combo ftpd[22668]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,,Dec 01,20:41:00,Normal,No
Dec 1 20:51:05 combo ftpd[23205]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,,Dec 01,20:51:05,Normal,No
Dec 1 20:52:01 combo sshd(pam_unix)[23403]: check pass; user unknown,,Dec 01,20:52:01,Normal,No
Dec 1 20:58:24 combo ftpd[25032]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,,Dec 01,20:58:24,Normal,No
Dec 1 21:06:14 combo ftpd[2828]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Dec 01,21:06:14,Normal,No
Dec 1 21:17:05 combo ftpd[13150]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Dec 01,21:17:05,Normal,No
Dec 1 21:26:46 combo ftpd[13156]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Dec 01,21:26:46,Normal,No
Dec 1 21:32:08 combo sshd(pam_unix)[28987]: check pass; user unknown,,Dec 01,21:32:08,Normal,No
Dec 1 21:35:13 combo sshd(pam_unix)[16154]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Dec 01,21:35:13,Auth Failure,No
Dec 1 21:35:47 combo bluetooth[-]: hcid startup succeeded,,Dec 01,21:35:47,Normal,No
Dec 1 21:38:01 combo kernel[-]: audit(1122475266.4294965305:0): initialized,,Dec 01,21:38:01,Normal,No
Dec 1 21:42:02 combo network[-]: Setting network parameters:  succeeded,,Dec 01,21:42:02,Normal,No
Dec 1 21:46:22 combo bluetooth[-]: sdpd startup succeeded,,Dec 01,21:46:22,Normal,No
Dec 1 21:59:41 combo sdpd[1696]: sdpd v1.5 started,,Dec 01,21:59:41,Normal,No
Dec 1 21:59:49 combo ftpd[23936]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Dec 01,21:59:49,Normal,No
Dec 1 22:06:17 combo sshd(pam_unix)[16161]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Dec 01,22:06:17,Auth Failure,No
Dec 1 22:10:22 combo ftpd[30278]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 01,22:10:22,Normal,No
Dec 1 22:15:33 combo ftpd[30276]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 01,22:15:33,Normal,No
Dec 1 22:23:27 combo ftpd[30277]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 01,22:23:27,Normal,No
Dec 1 22:30:32 combo ftpd[30292]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 01,22:30:32,Normal,No
Dec 1 22:39:08 combo ftpd[30293]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 01,22:39:08,Normal,No
Dec 1 22:48:53 combo ftpd[28699]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Dec 01,22:48:53,Normal,No
Dec 1 22:56:05 combo sshd(pam_unix)[28848]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Dec 01,22:56:05,Auth Failure,No
Dec 1 23:06:53 combo ftpd[24367]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005,,Dec 01,23:06:53,Normal,No
Dec 1 23:09:59 combo ftpd[25628]: connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,,Dec 01,23:09:59,Normal,No
Dec 1 23:15:47 combo ftpd[16781]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Dec 01,23:15:47,Normal,No
Dec 1 23:17:18 combo sshd(pam_unix)[15479]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Dec 01,23:17:18,Auth Failure,No
Dec 1 23:26:52 combo sshd(pam_unix)[15478]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Dec 01,23:26:52,Auth Failure,No
Dec 1 23:40:34 combo sshd(pam_unix)[12752]: check pass; user unknown,,Dec 01,23:40:34,Normal,No
Dec 1 23:51:03 combo sshd(pam_unix)[19435]: session opened for user test by (uid=509),,Dec 01,23:51:03,Normal,No
Dec 1 23:59:14 combo klogind[19275]: Kerberos authentication failed,,Dec 01,23:59:14,Normal,No
Dec 2 00:04:30 combo ftpd[30281]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Dec 02,00:04:30,Normal,No
Dec 2 00:06:57 combo sshd(pam_unix)[14280]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,Dec 02,00:06:57,Auth Failure,No
Dec 2 00:12:03 combo su(pam_unix)[19534]: session closed for user cyrus,,Dec 02,00:12:03,Normal,No
Dec 2 00:17:43 combo ftpd[23030]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Dec 02,00:17:43,Normal,No
Dec 2 00:24:21 combo sshd(pam_unix)[23671]: check pass; user unknown,,Dec 02,00:24:21,Normal,No
Dec 2 00:39:13 combo kernel[-]: ACPI: Subsystem revision 20040326,,Dec 02,00:39:13,Normal,No
Dec 2 00:52:28 combo named[2306]: notify question section contains no SOA,,Dec 02,00:52:28,Normal,No
Dec 2 01:05:25 combo ftpd[15918]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Dec 02,01:05:25,Normal,No
Dec 2 01:15:34 combo su(pam_unix)[14943]: session closed for user cyrus,,Dec 02,01:15:34,Normal,No
Dec 2 01:17:52 combo su(pam_unix)[30999]: session closed for user cyrus,,Dec 02,01:17:52,Normal,No
Dec 2 01:28:57 combo sshd(pam_unix)[30615]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Dec 02,01:28:57,Auth Failure,No
Dec 2 01:34:20 combo sshd(pam_unix)[23786]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,p15105218.pureserver.info,Dec 02,01:34:20,Auth Failure,No
Dec 2 01:44:06 combo udev[12778]: creating device node '/udev/vcsa2',,Dec 02,01:44:06,Normal,No
Dec 2 01:57:58 combo ftpd[23781]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Dec 02,01:57:58,Normal,No
Dec 2 02:07:09 combo ftpd[21956]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,,Dec 02,02:07:09,Normal,No
Dec 2 02:18:21 combo sshd(pam_unix)[23533]: session opened for user test by (uid=509),,Dec 02,02:18:21,Normal,No
Dec 2 02:23:43 combo sshd(pam_unix)[6558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,210.229.150.228,Dec 02,02:23:43,Auth Failure,No
Dec 2 02:37:49 combo ftpd[24203]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,,Dec 02,02:37:49,Normal,No
Dec 2 02:38:18 combo ftpd[24204]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:54 2005,,Dec 02,02:38:18,Normal,No
Dec 2 02:50:10 combo ftpd[24205]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,,Dec 02,02:50:10,Normal,No
Dec 2 03:03:47 combo ftpd[24206]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,,Dec 02,03:03:47,Normal,No
Dec 2 03:10:16 combo ftpd[24207]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,,Dec 02,03:10:16,Normal,No
Dec 2 03:15:55 combo sshd(pam_unix)[19099]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Dec 02,03:15:55,Auth Failure,No
Dec 2 03:20:52 combo sshd(pam_unix)[30635]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Dec 02,03:20:52,Auth Failure,No
Dec 2 03:24:51 combo su(pam_unix)[3676]: session closed for user news,,Dec 02,03:24:51,Normal,No
Dec 2 03:30:58 combo sshd(pam_unix)[19093]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Dec 02,03:30:58,Auth Failure,No
Dec 2 03:36:18 combo ftpd[13145]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Dec 02,03:36:18,Normal,No
Dec 2 03:44:06 combo sshd(pam_unix)[24139]: check pass; user unknown,,Dec 02,03:44:06,Normal,No
Dec 2 03:45:05 combo su(pam_unix)[12193]: session opened for user news by (uid=0),,Dec 02,03:45:05,Normal,No
