Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Nov 25 23:18:10 combo sshd(pam_unix)[28986]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Nov 25,23:18:10,Auth Failure,No
Nov 25 23:31:10 combo sshd(pam_unix)[30550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 25,23:31:10,Auth Failure,No
Nov 25 23:44:38 combo ftpd[16778]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Nov 25,23:44:38,Normal,No
Nov 25 23:49:21 combo ftpd[9768]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Nov 25,23:49:21,Normal,No
Nov 26 00:03:09 combo sshd(pam_unix)[30622]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 26,00:03:09,Auth Failure,No
Nov 26 00:08:12 combo ftpd[25631]: connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,,Nov 26,00:08:12,Normal,No
Nov 26 00:11:33 combo sshd(pam_unix)[30612]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 26,00:11:33,Auth Failure,No
Nov 26 00:16:14 combo kernel[-]: pci_hotplug: PCI Hot Plug PCI Core version: 0.5,,Nov 26,00:16:14,Normal,No
Nov 26 00:18:20 combo sshd(pam_unix)[15476]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Nov 26,00:18:20,Auth Failure,No
Nov 26 00:27:59 combo sshd(pam_unix)[19642]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Nov 26,00:27:59,Auth Failure,No
Nov 26 00:38:33 combo ftpd[12294]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Nov 26,00:38:33,Normal,No
Nov 26 00:46:16 combo ftpd[9758]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Nov 26,00:46:16,Normal,No
Nov 26 00:48:22 combo sshd(pam_unix)[31851]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root,82.77.200.128,Nov 26,00:48:22,Auth Failure,No
Nov 26 00:54:04 combo sshd(pam_unix)[18977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,209.152.168.249,Nov 26,00:54:04,Auth Failure,No
Nov 26 01:00:48 combo ftpd[30294]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Nov 26,01:00:48,Normal,No
Nov 26 01:05:23 combo ftpd[24377]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,,Nov 26,01:05:23,Normal,No
Nov 26 01:12:42 combo ftpd[26468]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Nov 26,01:12:42,Normal,No
Nov 26 01:25:58 combo ftpd[9769]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Nov 26,01:25:58,Normal,No
Nov 26 01:39:46 combo ftpd[31284]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Nov 26,01:39:46,Normal,No
Nov 26 01:47:38 combo ftpd[31285]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Nov 26,01:47:38,Normal,No
Nov 26 01:48:52 combo ftpd[31286]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Nov 26,01:48:52,Normal,No
Nov 26 01:49:24 combo ftpd[31277]: User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,,Nov 26,01:49:24,Normal,No
Nov 26 01:56:39 combo su(pam_unix)[31791]: session opened for user cyrus by (uid=0),,Nov 26,01:56:39,Normal,No
Nov 26 02:11:03 combo sshd(pam_unix)[16227]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,n219076184117.netvigator.com,Nov 26,02:11:03,Auth Failure,No
Nov 26 02:18:31 combo sshd(pam_unix)[30664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 26,02:18:31,Auth Failure,No
Nov 26 02:22:12 combo ftpd[23563]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,,Nov 26,02:22:12,Normal,No
Nov 26 02:23:57 combo su(pam_unix)[28514]: session closed for user news,,Nov 26,02:23:57,Normal,No
Nov 26 02:24:49 combo sshd(pam_unix)[28991]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Nov 26,02:24:49,Auth Failure,No
Nov 26 02:32:33 combo ftpd[6594]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,,Nov 26,02:32:33,Normal,No
Nov 26 02:35:32 combo su(pam_unix)[27272]: session closed for user news,,Nov 26,02:35:32,Normal,No
Nov 26 02:42:05 combo ftpd[32060]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Nov 26,02:42:05,Normal,No
Nov 26 02:48:04 combo sshd(pam_unix)[20968]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,212.0.132.20,Nov 26,02:48:04,Auth Failure,No
Nov 26 02:53:20 combo klogind[19287]: Kerberos authentication failed,,Nov 26,02:53:20,Normal,No
Nov 26 02:56:37 combo su(pam_unix)[4170]: session closed for user cyrus,,Nov 26,02:56:37,Normal,No
Nov 26 03:07:04 combo ftpd[23778]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Nov 26,03:07:04,Normal,No
Nov 26 03:11:46 combo ftpd[23937]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Nov 26,03:11:46,Normal,No
Nov 26 03:24:14 combo sshd(pam_unix)[18975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,209.152.168.249,Nov 26,03:24:14,Auth Failure,No
Nov 26 03:38:10 combo su(pam_unix)[10961]: session closed for user cyrus,,Nov 26,03:38:10,Normal,No
Nov 26 03:51:38 combo logrotate[-]: ALERT exited abnormally with [1],,Nov 26,03:51:38,Service Issue,Yes
Nov 26 03:52:12 combo su(pam_unix)[12193]: session opened for user news by (uid=0),,Nov 26,03:52:12,Normal,No
Nov 26 04:04:09 combo su(pam_unix)[12193]: session closed for user news,,Nov 26,04:04:09,Normal,No
Nov 26 04:12:17 combo sshd(pam_unix)[12518]: session opened for user test by (uid=509),,Nov 26,04:12:17,Normal,No
Nov 26 04:14:00 combo ftpd[23034]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Nov 26,04:14:00,Normal,No
Nov 26 04:19:11 combo su(pam_unix)[30934]: session opened for user news by (uid=0),,Nov 26,04:19:11,Normal,No
Nov 26 04:28:43 combo ftpd[29722]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,,Nov 26,04:28:43,Normal,No
Nov 26 04:37:18 combo sshd(pam_unix)[18546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Nov 26,04:37:18,Auth Failure,No
Nov 26 04:48:24 combo kernel[-]: SELinux:  Registering netfilter hooks,,Nov 26,04:48:24,Normal,No
Nov 26 04:55:59 combo ftpd[14105]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Nov 26,04:55:59,Normal,No
Nov 26 04:56:47 combo ftpd[23148]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,,Nov 26,04:56:47,Normal,No
Nov 26 05:10:40 combo sshd(pam_unix)[30642]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 26,05:10:40,Auth Failure,No
Nov 26 05:24:07 combo sshd(pam_unix)[31031]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,massive.merukuru.org,Nov 26,05:24:07,Auth Failure,No
Nov 26 05:35:03 combo sshd(pam_unix)[31035]: check pass; user unknown,,Nov 26,05:35:03,Normal,No
Nov 26 05:39:40 combo sshd(pam_unix)[31035]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,massive.merukuru.org,Nov 26,05:39:40,Auth Failure,No
Nov 26 05:46:57 combo ftpd[15547]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Nov 26,05:46:57,Normal,No
Nov 26 05:57:41 combo sshd(pam_unix)[31035]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,massive.merukuru.org,Nov 26,05:57:41,Auth Failure,No
Nov 26 06:04:42 combo sshd(pam_unix)[15477]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Nov 26,06:04:42,Auth Failure,No
Nov 26 06:06:01 combo ftpd[30758]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,,Nov 26,06:06:01,Normal,No
Nov 26 06:15:51 combo su(pam_unix)[12098]: session closed for user cyrus,,Nov 26,06:15:51,Normal,No
Nov 26 06:19:30 combo sshd(pam_unix)[30570]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 26,06:19:30,Auth Failure,No
Nov 26 06:27:40 combo sshd(pam_unix)[31021]: check pass; user unknown,,Nov 26,06:27:40,Normal,No
Nov 26 06:42:16 combo sshd(pam_unix)[22191]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Nov 26,06:42:16,Auth Failure,No
Nov 26 06:50:02 combo sshd(pam_unix)[23665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,061092085098.ctinets.com,Nov 26,06:50:02,Auth Failure,No
Nov 26 06:57:55 combo kernel[-]: selinux_register_security:  Registering secondary module capability,,Nov 26,06:57:55,Normal,No
Nov 26 07:05:06 combo kernel[-]: Capability LSM initialized,,Nov 26,07:05:06,Normal,No
Nov 26 07:09:35 combo rpcidmapd[-]: rpc.idmapd startup succeeded,,Nov 26,07:09:35,Normal,No
"Nov 26 07:11:20 combo kernel[-]: Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",,Nov 26,07:11:20,Normal,No
"Nov 26 07:20:24 combo kernel[-]: Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",,Nov 26,07:20:24,Normal,No
Nov 26 07:22:08 combo bluetooth[-]: sdpd startup succeeded,,Nov 26,07:22:08,Normal,No
Nov 17 19:42:00 combo ftpd[25046]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,,Nov 17,19:42:00,Normal,No
Nov 17 19:51:55 combo logrotate[-]: ALERT exited abnormally with [1],,Nov 17,19:51:55,Service Issue,Yes
Nov 17 19:52:04 combo ftpd[14104]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Nov 17,19:52:04,Normal,No
Nov 17 20:00:44 combo ftpd[30284]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Nov 17,20:00:44,Normal,No
Nov 17 20:02:03 combo sshd(pam_unix)[12645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Nov 17,20:02:03,Auth Failure,No
Nov 17 20:09:51 combo ftpd[32057]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Nov 17,20:09:51,Normal,No
Nov 17 20:18:03 combo ftpd[22667]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,,Nov 17,20:18:03,Normal,No
Nov 17 20:19:55 combo ftpd[22664]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,,Nov 17,20:19:55,Normal,No
Nov 17 20:23:54 combo ftpd[22668]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,,Nov 17,20:23:54,Normal,No
Nov 17 20:35:43 combo ftpd[22669]: connection from 211.107.232.1 () at Sun Jul 24 13:46:35 2005,,Nov 17,20:35:43,Normal,No
Nov 17 20:42:03 combo ftpd[28687]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Nov 17,20:42:03,Normal,No
Nov 17 20:53:23 combo ftpd[13521]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,,Nov 17,20:53:23,Normal,No
Nov 17 20:58:37 combo logrotate[-]: ALERT exited abnormally with [1],,Nov 17,20:58:37,Service Issue,Yes
Nov 17 21:02:40 combo ftpd[12296]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Nov 17,21:02:40,Normal,No
Nov 17 21:04:04 combo ftpd[2826]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Nov 17,21:04:04,Normal,No
Nov 17 21:12:53 combo ftpd[2843]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Nov 17,21:12:53,Normal,No
Nov 17 21:15:57 combo sshd(pam_unix)[3378]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,220.117.241.87,Nov 17,21:15:57,Auth Failure,No
Nov 17 21:30:52 combo sshd(pam_unix)[3308]: check pass; user unknown,,Nov 17,21:30:52,Normal,No
Nov 17 21:43:27 combo kernel[-]: BIOS-e820: 0000000000000000 - 00000000000a0000 (usable),,Nov 17,21:43:27,Normal,No
Nov 17 21:44:48 combo su(pam_unix)[13238]: session closed for user cyrus,,Nov 17,21:44:48,Normal,No
Nov 17 21:46:53 combo sshd(pam_unix)[24138]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,d211-116-254-214.rev.krline.net,Nov 17,21:46:53,Auth Failure,No
Nov 17 21:55:55 combo ftpd[24357]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,,Nov 17,21:55:55,Normal,No
Nov 17 22:01:39 combo logrotate[-]: ALERT exited abnormally with [1],,Nov 17,22:01:39,Service Issue,Yes
Nov 17 22:09:33 combo ftpd[25030]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,,Nov 17,22:09:33,Normal,No
Nov 17 22:24:15 combo ftpd[24195]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,,Nov 17,22:24:15,Normal,No
Nov 17 22:25:32 combo ftpd[24196]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,,Nov 17,22:25:32,Normal,No
Nov 17 22:29:07 combo ftpd[24197]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:46 2005,,Nov 17,22:29:07,Normal,No
Nov 17 22:31:53 combo ftpd[24198]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:47 2005,,Nov 17,22:31:53,Normal,No
Nov 17 22:37:49 combo ftpd[24199]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005,,Nov 17,22:37:49,Normal,No
Nov 17 22:40:51 combo sshd(pam_unix)[31034]: check pass; user unknown,,Nov 17,22:40:51,Normal,No
Nov 17 22:46:31 combo ftpd[2825]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Nov 17,22:46:31,Normal,No
Nov 17 22:53:02 combo sshd(pam_unix)[3489]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,Nov 17,22:53:02,Auth Failure,No
Nov 17 23:03:00 combo sshd(pam_unix)[31207]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Nov 17,23:03:00,Auth Failure,No
Nov 17 23:06:55 combo sshd(pam_unix)[28880]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Nov 17,23:06:55,Auth Failure,No
Nov 17 23:08:39 combo ftpd[26475]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Nov 17,23:08:39,Normal,No
Nov 17 23:23:15 combo ftpd[15340]: connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,,Nov 17,23:23:15,Normal,No
Nov 17 23:27:53 combo sshd(pam_unix)[30572]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Nov 17,23:27:53,Auth Failure,No
Nov 17 23:29:27 combo ftpd[8822]: connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,,Nov 17,23:29:27,Normal,No
Nov 17 23:37:20 combo ftpd[28691]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Nov 17,23:37:20,Normal,No
Nov 17 23:46:22 combo ftpd[5017]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Nov 17,23:46:22,Normal,No
Nov 17 23:59:32 combo su(pam_unix)[12098]: session closed for user cyrus,,Nov 17,23:59:32,Normal,No
Nov 17 23:59:58 combo ftpd[29730]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,,Nov 17,23:59:58,Normal,No
Nov 18 00:03:55 combo sshd(pam_unix)[6552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,210.229.150.228,Nov 18,00:03:55,Auth Failure,No
Nov 18 00:15:44 combo ftpd[25629]: connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,,Nov 18,00:15:44,Normal,No
Nov 18 00:17:11 combo su(pam_unix)[16663]: session closed for user cyrus,,Nov 18,00:17:11,Normal,No
Nov 18 00:24:15 combo kernel[-]: Using tsc for high-res timesource,,Nov 18,00:24:15,Normal,No
Nov 18 00:36:30 combo ftpd[24078]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Nov 18,00:36:30,Normal,No
Nov 18 00:50:43 combo ftpd[15550]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,,Nov 18,00:50:43,Normal,No
Nov 18 00:55:48 combo ftpd[32067]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Nov 18,00:55:48,Normal,No
Nov 18 00:56:10 combo kernel[-]: Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,,Nov 18,00:56:10,Normal,No
Nov 18 01:07:33 combo ftpd[9761]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Nov 18,01:07:33,Normal,No
Nov 18 01:12:13 combo ftpd[23039]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Nov 18,01:12:13,Normal,No
Nov 18 01:18:54 combo ftpd[31463]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,Nov 18,01:18:54,Normal,No
Nov 18 01:28:59 combo su(pam_unix)[2192]: session opened for user cyrus by (uid=0),,Nov 18,01:28:59,Normal,No
Nov 18 01:32:27 combo ftpd[2832]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Nov 18,01:32:27,Normal,No
Nov 18 01:37:41 combo ftpd[2828]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Nov 18,01:37:41,Normal,No
Nov 18 01:38:56 combo ftpd[30756]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,,Nov 18,01:38:56,Normal,No
Nov 18 01:39:32 combo ftpd[30757]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,,Nov 18,01:39:32,Normal,No
Nov 18 01:42:53 combo ftpd[30758]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,,Nov 18,01:42:53,Normal,No
Nov 18 01:47:13 combo ftpd[30759]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,,Nov 18,01:47:13,Normal,No
Nov 18 02:01:19 combo sshd(pam_unix)[31201]: check pass; user unknown,,Nov 18,02:01:19,Normal,No
Nov 18 02:14:55 combo sshd(pam_unix)[23394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,218.188.2.4,Nov 18,02:14:55,Auth Failure,No
Nov 18 02:26:43 combo sshd(pam_unix)[3386]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,220.117.241.87,Nov 18,02:26:43,Auth Failure,No
Nov 18 02:39:56 combo sshd(pam_unix)[8660]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Nov 18,02:39:56,Auth Failure,No
Nov 18 02:51:21 combo su(pam_unix)[30934]: session opened for user news by (uid=0),,Nov 18,02:51:21,Normal,No
